bookID,title,authors,year,publisher,subject
18281,Introduction to Phenomenology,"""Robert Sokolowski,""",1982,Cambridge University Press,Social sciences
37863,Charles Taylor,"""Ruth Abbey,""",1960,Cambridge University Press,Technology
1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),"""Simon Goldhill,""",1978,Cambridge University Press,Science
1801,Reading Greek Tragedy,"""Simon Goldhill,""",1985,Cambridge University Press,Social sciences
1804,Who Needs Greek? Contests in the Cultural History of Hellenism,"""Simon Goldhill,""",1970,Cambridge University Press,Technology
1805,Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),"""Simon Goldhill,""",1995,Cambridge University Press,Arts and recreation
37516,Spinoza: A Life,"""Steven Nadler,""",1978,Cambridge University Press,Religion
13382,Vinyl Cafe Odd Jobs,"""Stuart McLean,""",2008,Canadian Broadcasting Corporation (CBC Audio),Language
13383,Vinyl Cafe Coast to Coast Story Service,"""Stuart McLean,""",1969,Canadian Broadcasting Corporation (CBC Audio),Philosophy and psychology
19439,My Perfect Life (Confessions of a Teenage Drama Queen  #2),"""Dyan Sheldon,""",1994,Candlewick Press,Social sciences
24296,Because Of Winn Dixie,"""Kate DiCamillo,""",1989,Candlewick Press,Science
37187,The Tiger Rising,"""Kate DiCamillo,""",1956,Candlewick Press,Science
39266,Captain Slaughterboard Drops Anchor,"""Mervyn Peake,""",1996,Candlewick Press (MA),Religion
40138,Bone In The Throat,"""Anthony Bourdain,""",1995,Canongate Books,Language
40139,Gone Bamboo,"""Anthony Bourdain,""",1960,Canongate Books,Arts and recreation
40200,The Crimson Petal and the White,"""Michel Faber,""",1952,Canongate Books,History and geography
37438,Hokkaido Highway Blues: Hitchhiking Japan,"""Will Ferguson,""",1974,Canongate Books,Literature
15046,Weight: The Myth of Atlas and Heracles,"""Jeanette Winterson,""",1987,Canongate U.S.,Religion
37905,Dr. Seuss (First Biographies),"""Cheryl Carlson,""",1978,Capstone Press,Science
23895,El amor en los tiempos del cólera,"""Gabriel García Márquez,""",1992,Círculo de Lectores,Social sciences
12882,Operation Shylock. Ein Bekenntnis,"""Philip Roth,""",1965,Carl Hanser,Arts and recreation
19263,Norden,"""Seamus Heaney,""",1960,Carl Hanser,Science
14081,Utena: Revolutionary Girl 01,"""Chiho Saito,""",1963,Carlsen,Religion
41907,Harry Potter und die Kammer des Schreckens (Harry Potter  #2),"""J.K. Rowling,""",2009,Carlsen,Religion
41911,Harry Potter und der Gefangene von Askaban (Harry Potter  #3),"""J.K. Rowling,""",1951,Carlsen,Social sciences
25257,Mein Urgroßvater  die Helden und ich,"""James Krüss,""",1956,Carlsen,Philosophy and psychology
33771,Over 100 Truly Astonishing Sex Tips,"""Anna Maxted,""",2001,Carlton Publishing Group,Arts and recreation
34161,Seven Men and Two Others,"""Max Beerbohm,""",1977,Carlton Publishing Group,Arts and recreation
26298,The Mystery in the Rocky Mountains,"""Carole Marsh,""",2003,Carole Marsh Mysteries,Science
26301,The Mystery on the Mighty Mississippi,"""Carole Marsh,""",1967,Carole Marsh Mysteries,Philosophy and psychology
20355,The Burnt Orange Heresy,"""Charles Willeford,""",2012,Carroll & Graf,History and geography
11048,The Boys of Everest: Chris Bonington and the Tragedy of Climbing's Greatest Generation,"""Clint Willis,""",1982,Carroll & Graf Publishers,Philosophy and psychology
14861,Rape: A Love Story,"""Joyce Carol Oates,""",1961,Carroll & Graf Publishers,Literature
15003,Rape: A Love Story,"""Joyce Carol Oates,""",1992,Carroll & Graf Publishers,Technology
41559,Peek-a-Boo! (Babyfaces),"""Roberta Grobel Intrater,""",1993,Cartwheel,Arts and recreation
17384,Amor Y Respeto/love And Respect: El Respeto Que El Desesperadamente Necesita/ The Love She Most Desires And The Respect He Desperately Needs,"""Emerson Eggerichs,""",1983,Casa Creacion,Technology
22463,The Origin of Species,"""Charles Darwin,""",2005,Castle Books,Literature
23920,Complete Tales and Poems,"""Edgar Allan Poe,""",1969,Castle Books,Language
2545,The Treasured Writings of Kahlil Gibran,"""Kahlil Gibran,""",1952,Castle Books,History and geography
36421,The Star-Spangled Banner (Symbols of America),"""Debra Hess,""",2003,Cavendish Square Publishing,Language
36422,The Liberty Bell (Symbols of America),"""Debra Hess,""",1957,Cavendish Square Publishing,History and geography
36423,The Statue of Liberty (Symbols of America),"""Debra Hess,""",2011,Cavendish Square Publishing,History and geography
36424,The White House (Symbols of America),"""Debra Hess,""",1954,Cavendish Square Publishing,Literature
36425,The American Flag (Symbols of America),"""Debra Hess,""",1951,Cavendish Square Publishing,History and geography
21829,Creepers,"""David Morrell,""",1974,CDS Books,Language
33291,How to Win Friends and Influence People,"""Dale Carnegie,""",2001,Cedar Books,Science
39181,Guide to Stress Reduction,"""L. John Mason,""",1992,Celestial Arts,Literature
6721,Wild Things: Four Tales,"""Douglas Clegg,""",1975,Cemetery Dance Publications,Science
23847,Purity (Dark Coming of Age  #1),"""Douglas Clegg,""",2011,Cemetery Dance Publications,Science
44877,Illustrated Guide to the NEC: Based on the 2005 National Electric Code,"""Charles R. Miller,""",1995,Cengage Learning,Technology
14490,$30 Film School: How to Write  Direct  Produce  Shoot  Edit  Distribute  Tour With  and Sell Your Own No-Budget Digital Movie,"""Michael W. Dean,""",2011,Cengage Learning,History and geography
26725,Act of Treason (Mitch Rapp  #9),"""Vince Flynn,""",1987,Center Point,Religion
33446,The Wolf Shall Dwell With the Lamb: A Spirituality for Leadership in a Multicultural Community,"""Eric H.F. Law,""",1958,Chalice Press,Social sciences
4990,Inside the Red Tent,"""Sandra Hack Polaski,""",1996,Chalice Press,Literature
18380,Algernon  Charlie  and I: A Writer's Journey: Plus the Complete Original Short Novelette Version of Flowers for Algernon,"""Daniel Keyes,""",1968,Challenge Press  Inc./Challcrest Press,Social sciences
33494,Secrets of San Francisco: A 1920s Sourcebook for the City by the Bay (Call of Cthulhu RPG),"""Cody Goodfellow,""",1987,Chaosium,Religion
36926,Spawn of Azathoth: Herald of the End of Time (Call of Cthulhu RPG),"""Keith Herber,""",2003,Chaosium,Technology
33498,Shadows of Yog-Sothoth (Call of Cthulhu RPG),"""Sandy Petersen,""",1973,Chaosium,Science
33492,Secrets of New York (Call of Cthulhu RPG),"""William Jones,""",1967,Chaosium,History and geography
12147,Watership Down,"""Richard Adams,""",2020,Charles Scribner's Sons,Social sciences
18815,Dostoevsky  Kierkegaard  Nietzsche and Kafka,"""William Hubben,""",1991,Charles Scribner's Sons,Technology
14911,Pride and Prejudice,"""Jane Austen,""",1966,Charnwood,Technology
39543,Forever Summer,"""Nigella Lawson,""",1951,Chatto  Windus,Philosophy and psychology
37033,The Pure in Heart (Simon Serrailler  #2),"""Susan Hill,""",1987,Chatto  Windus,Language
22278,Memoirs of a Geisha,"""Arthur Golden,""",1988,Chatto & Windus,Social sciences
6107,The Middle Sea: A History of the Mediterranean,"""John Julius Norwich,""",1991,Chatto & Windus,Technology
37032,The Risk of Darkness (Simon Serrailler  #3),"""Susan Hill,""",1973,Chatto & Windus,Technology
35751,Swanns Way (In Search of Lost Time #1),"""Marcel Proust,""",1977,Chatto and Windus,Science
28657,Seven Types of Ambiguity,"""William Empson,""",1979,Chatto and Windus,History and geography
23928,Edgar Allan Poe A to Z,"""Dawn B. Sova,""",1954,Checkmark Books,Arts and recreation
23336,J.D. Salinger's Catcher in the Rye (Modern Critical Interpretations),"""Harold Bloom,""",1964,Chelsea House Publications,Religion
40694,Ray Bradbury's Fahrenheit 451,"""Harold Bloom,""",1998,Chelsea House Publications,Technology
54,Molly Hatchet - 5 of the Best,"""Molly Hatchet,""",2009,Cherry Lane Music Company,Arts and recreation
14604,The Day the Country Died: A History of Anarcho-Punk  1980-1984,"""Ian Glasper,""",1991,Cherry Red Books,Philosophy and psychology
32358,James Dean: The Mutant King: A Biography,"""David Dalton,""",1961,Chicago Review Press,Religion
28196,Ghosthunters and the Incredibly Revolting Ghost (Ghosthunters  #1),"""Cornelia Funke,""",1971,Chicken House,Social sciences
2998,The Secret Garden,"""Frances Hodgson Burnett,""",1958,Children's Classics,Philosophy and psychology
4945,The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,"""Don Wood,""",1961,Child's Play International,Science
18683,Meeting God at Every Turn,"""Catherine Marshall,""",2014,Chosen Books,Literature
25709,Summa Theologica  5 Vols,"""Thomas Aquinas,""",1992,Christian Classics,Philosophy and psychology
20944,The American Religion,"""Harold Bloom,""",1990,Chu Hartley Publishers LLC,Philosophy and psychology
20517,Vicars of Christ: A History of the Popes,"""Charles A. Coulombe,""",2012,Citadel,Social sciences
22623,Existentialism and Human Emotions,"""Jean-Paul Sartre,""",1988,Citadel,Literature
14183,The Philip K. Dick Reader,"""Philip K. Dick,""",2007,Citadel,Religion
34558,Real Ultimate Power: The Official Ninja Book,"""Robert Hamburger,""",1956,Citadel,Technology
142,Ruby Ann's Down Home Trailer Park Cookbook,"""Ruby Ann Boxcar,""",1957,Citadel,History and geography
144,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,"""Ruby Ann Boxcar,""",1954,Citadel,Technology
9010,I Hope They Serve Beer in Hell (Tucker Max  #1),"""Tucker Max,""",1984,Citadel,Philosophy and psychology
14188,The Minority Report (Collected Stories of Philip K. Dick),"""Philip K. Dick,""",2008,Citadel Press,Philosophy and psychology
42831,The Parrot-Head Companion: An Insider's Guide to Jimmy Buffett,"""Thomas Ryan,""",1961,Citadel Press,Science
38503,Tales of Ordinary Madness,"""Charles Bukowski,""",1990,City Lights Publishers,Science
14095,A Power Governments Cannot Suppress,"""Howard Zinn,""",1991,City Lights Publishers,Language
12050,A Hundred Camels in the Courtyard,"""Paul Bowles,""",2013,City Lights Publishers,Technology
34663,Shattered Bonds: The Color of Child Welfare,"""Dorothy Roberts,""",2007,Civitas Books,Philosophy and psychology
29313,Sector 7,"""David Wiesner,""",1954,Clarion Books,Literature
2847,Bread and Roses  Too,"""Katherine Paterson,""",1952,Clarion Books,Arts and recreation
16234,Hear the Wind Blow,"""Mary Downing Hahn,""",2009,Clarion Books,Social sciences
1192,Everyday Italian: 125 Simple and Delicious Recipes,"""Giada De Laurentiis,""",1984,Clarkson Potter,Literature
18098,Indiscretions of Archie,"""P.G. Wodehouse,""",1968,Classic Books,Language
24676,The Ultimate Guide to Anal Sex for Women,"""Tristan Taormino,""",2022,Cleis Press,Arts and recreation
28606,Tristan Taormino's True Lust,"""Tristan Taormino,""",1999,Cleis Press,Technology
8860,Cliffs Notes on Shakespeare's Macbeth,"""Alex Went,""",1958,Cliffs Notes,Arts and recreation
33174,Cliffs Notes on Hugo's Les Miserables,"""Amy L. Marsland,""",1981,Cliffs Notes,Science
1437,Cliffs Notes on Shakespeare's Hamlet,"""Carla Lynn Stockton,""",2001,Cliffs Notes,Religion
18837,Cliffs Notes on Woolf's Mrs. Dalloway,"""Gary K. Carey,""",2002,Cliffs Notes,Arts and recreation
42429,Cliffs Notes on Hemingway's The Sun Also Rises,"""Gary K. Carey,""",2006,Cliffs Notes,Arts and recreation
5528,Cliffs notes on Warren's All the King's Men,"""L. David Allen,""",2013,Cliffs Notes,Technology
3842,Cliffs Notes on Cervantes' Don Quixote,"""Marianne Sturman,""",1986,Cliffs Notes,Science
41719,Cliffs Notes on Billy Budd & Typee,"""Mary Ellen Snodgrass,""",1981,Cliffs Notes,Arts and recreation
12822,Cliffs Notes on Wiesel's Night,"""Maryam Riess,""",1989,Cliffs Notes,Arts and recreation
1506,CliffsNotes on Euripides' Medea and Electra,"""Robert J. Milch,""",2013,Cliffs Notes,Literature
5518,Cliffs Notes on Hansberry's A Raisin in the Sun,"""Rosetta James,""",1995,Cliffs Notes,Literature
1584,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,"""W. John Campbell,""",1992,Cliffs Notes,Technology
43706,Through the Arc of the Rain Forest,"""Karen Tei Yamashita,""",1995,Coffee House Press,Literature
43708,Tropic of Orange,"""Karen Tei Yamashita,""",1993,Coffee House Press,Technology
4593,Bioinformatics: Sequence and Genome Analysis,"""David W. Mount,""",1963,Cold Spring Harbor Laboratory Press,Language
18967,The Sillymarillion: An Unauthorized Parody of J.R.R. Tolkien's Classic the Silmarillion,"""Donald Lloyd,""",1998,Cold Spring Press,Philosophy and psychology
4812,The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,"""William Andrewes,""",1954,Collection of Historical Scientific Instruments,Social sciences
4924,Three Men in a Boat: To Say Nothing of the Dog,"""Jerome K. Jerome,""",1970,Collectors Library,Arts and recreation
1947,Little Women,"""Louisa May Alcott,""",2001,Collector's Library,Social sciences
28796,The Song of Rhiannon,"""Evangeline Walton,""",1988,Collier Books,Science
29085,Sam And The Firefly (Beginner Books),"""P.D. Eastman,""",2001,Collins,Literature
15336,The Lord of the Rings / The Hobbit,"""J.R.R. Tolkien,""",1962,Collins Modern Classics,Social sciences
38230,How to Go to College Almost for Free  Updated,"""Ben R. Kaplan,""",2003,Collins Reference,Religion
21338,Brewer's Dictionary of Phrase and Fable,"""John Ayto,""",1952,Collins Reference,Arts and recreation
29842,Forgotten New York: Views of a Lost Metropolis,"""Kevin Walsh,""",2013,Collins Reference,Philosophy and psychology
11611,Stand by Me,"""Raynold Gideon,""",1981,Columbia Pictures Pubns,Technology
31434,The Poetry of Sylvia Plath,"""Claire Brennan,""",1956,Columbia University Press,Technology
32094,Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews,"""Elmer Kennedy-Andrews,""",1975,Columbia University Press,Literature
44540,Poems Between Women: Four Centuries of Love  Romantic Friendship  and Desire,"""Emma Donoghue,""",2007,Columbia University Press,Language
7731,Antigone's Claim: Kinship Between Life and Death,"""Judith Butler,""",1998,Columbia University Press,Technology
33331,More Than You Know: Finding Financial Wisdom in Unconventional Places,"""Michael J. Mauboussin,""",2014,Columbia University Press,Social sciences
31356,William Faulkner: The Sound and the Fury and as I Lay Dying: Essays  Articles  Reviews,"""Nicolas Tredell,""",1993,Columbia University Press,Technology
36262,The Intellectuals and the Flag,"""Todd Gitlin,""",1952,Columbia University Press,Arts and recreation
14088,O Xará,"""Jhumpa Lahiri,""",1998,Companhia das Letras,History and geography
7581,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,"""Mark Nepo,""",1979,Conari Press,Literature
35210,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,"""Leil Lowndes,""",1967,Contemporary Books,Arts and recreation
32165,Cook's Illustrated 1995 (Cook's Illustrated Annuals),"""Cook's Illustrated Magazine,""",2018,Cook's Illustrated,Arts and recreation
20562,George Eliot: The Last Victorian,"""Kathryn Hughes,""",2017,Cooper Square Press,Science
13122,Marilyn Monroe: The Biography,"""Donald Spoto,""",2008,Cooper Square Publishers,Arts and recreation
22202,Bravo Two Zero,"""Andy McNab,""",1995,Corgi,History and geography
6992,The Seven Daughters Of Eve,"""Bryan Sykes,""",2013,Corgi,Literature
26511,The Long Road Home,"""Danielle Steel,""",1975,Corgi,History and geography
44685,Castle of Wizardry (The Belgariad  #4),"""David Eddings,""",1998,Corgi,History and geography
19298,The Swords of Night and Day (The Drenai Saga  #11),"""David Gemmell,""",2011,Corgi,Literature
41926,Spring Music,"""Elvi Rhodes,""",2015,Corgi,History and geography
15498,Var the Stick (Battle Circle  #2),"""Piers Anthony,""",1979,Corgi,Religion
16214,The Hot Zone: The Chilling True Story of an Ebola Outbreak,"""Richard Preston,""",1963,Corgi,Technology
28913,Never Go Back,"""Robert Goddard,""",1969,Corgi,Social sciences
13856,Witches Abroad (Discworld  #12),"""Terry Pratchett,""",2002,Corgi,Technology
34484,Small Gods (Discworld  #13),"""Terry Pratchett,""",1971,Corgi,Religion
34493,Strata,"""Terry Pratchett,""",2013,Corgi,Science
34510,Moving Pictures (Discworld  #10; Industrial Revolution  #1),"""Terry Pratchett,""",1982,Corgi,Philosophy and psychology
34517,Reaper Man (Discworld  #11; Death  #2),"""Terry Pratchett,""",1968,Corgi,Religion
34529,Lords and Ladies (Discworld  #14; Witches #4),"""Terry Pratchett,""",1978,Corgi,Language
34532,Hogfather (Discworld  #20; Death  #4),"""Terry Pratchett,""",1985,Corgi,Arts and recreation
977,Deception Point,"""Dan Brown,""",1957,Corgi Books,Philosophy and psychology
11769,The Hotel New Hampshire,"""John Irving,""",1986,Corgi Books,Social sciences
44684,Queen of Sorcery (The Belgariad  #2),"""David Eddings,""",2004,Corgi Books (Adult),Technology
41426,Spindle's End,"""Robin McKinley,""",1985,Corgi Childrens,Religion
34501,A Hat Full of Sky (Discworld  #32; Tiffany Aching  #2),"""Terry Pratchett,""",1966,Corgi Childrens,Philosophy and psychology
30051,The River Runs Black: The Environmental Challenge to China's Future,"""Elizabeth C. Economy,""",2009,Cornell University Press,Science
42020,Girl Meets Ape,"""Chris Manby,""",2008,Coronet,Philosophy and psychology
24079,Casino Royale (James Bond  #1),"""Ian Fleming,""",2022,Coronet,Science
43993,The Quiet Game (Penn Cage #1),"""Greg Iles,""",1987,Coronet Books (GB),History and geography
28559,The Stone Monkey (Lincoln Rhyme  #4),"""Jeffery Deaver,""",2010,Coronet Books (GB),Science
17862,Toast  and Other Stories,"""Charles Stross,""",1963,Cosmos Books (OH),Literature
41278,Kick the Can (One-Eyed Mack  #1),"""Jim Lehrer,""",2017,Council Oak Books,Technology
22268,The Soloist,"""Nicholas Christopher,""",1980,Counterpoint,History and geography
3853,Heat and Dust,"""Ruth Prawer Jhabvala,""",1973,Counterpoint,Arts and recreation
12537,All New People,"""Anne Lamott,""",1964,Counterpoint LLC,Technology
35983,The Horizontal World: Growing Up Wild in the Middle of Nowhere,"""Debra Marquart,""",1988,Counterpoint LLC,Religion
13374,A Complicated Kindness,"""Miriam Toews,""",1952,Counterpoint LLC,Technology
8645,Stanley Park,"""Timothy Taylor,""",1951,Counterpoint LLC,Social sciences
10568,King Arthur Flour Whole Grain Baking: Delicious Recipes Using Nutritious Whole Grains,"""King Arthur Flour,""",1951,Countryman Press,Philosophy and psychology
27844,Data Structures and Algorithms in C++,"""Adam Drozdek,""",2018,Course Technology,Literature
27861,Data Structures and Algorithms in C++,"""Adam Drozdek,""",1994,Course Technology,Science
41780,The Elections of 2004,"""Michael Nelson,""",1966,CQ Press,Literature
37064,Divine Filth: Lost Writings (Modern Classics),"""Georges Bataille,""",1968,Creation Books,Technology
25142,Fucked By Rock + Cd,"""Mark Manning,""",1964,Creation Books,Language
16669,China and Japan (Myths and Legends),"""Donald A. Mackenzie,""",1961,Crescent,Language
32951,Sister Outsider: Essays and Speeches,"""Audre Lorde,""",1978,Crossing Press,Arts and recreation
2520,In the Name of Jesus: Reflections on Christian Leadership,"""Henri J.M. Nouwen,""",2009,Crossroad,Technology
6151,Life of the Beloved: Spiritual Living in a Secular World,"""Henri J.M. Nouwen,""",1981,Crossroad,Technology
36666,Save the Date: A Spirituality of Dating  Love  Dinner  and the Divine,"""Jason King,""",1991,Crossroad Publishing Company,Technology
8492,Prophet,"""Frank E. Peretti,""",2012,Crossway Books,Arts and recreation
17303,Piercing the Darkness (Darkness  #2),"""Frank E. Peretti,""",1966,Crossway Books,Language
17309,This Present Darkness (Darkness  #1),"""Frank E. Peretti,""",1956,Crossway Books,Religion
45348,When the Darkness Will Not Lift: Doing What We Can While We Wait for God—And Joy,"""John Piper,""",2014,Crossway Books,Science
45352,When I Don't Desire God: How to Fight for Joy,"""John Piper,""",2007,Crossway Books,Philosophy and psychology
45354,The Legacy of Sovereign Joy: God's Triumphant Grace in the Lives of Augustine  Luther  and Calvin (The Swans Are Not Silent  #1),"""John Piper,""",2020,Crossway Books,Technology
45358,The Hidden Smile of God: The Fruit of Affliction in the Lives of John Bunyan  William Cowper  and David Brainerd (The Swans Are Not Silent  #2),"""John Piper,""",1960,Crossway Books,Technology
45362,The Passion of Jesus Christ,"""John Piper,""",1994,Crossway Books,Language
32016,The Gospel According to Job,"""Mike Mason,""",1968,Crossway Books,Religion
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,"""Barack Obama,""",2017,Crown,Arts and recreation
10382,Dreams from My Father: A Story of Race and Inheritance,"""Barack Obama,""",1974,Crown,History and geography
14,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),"""Douglas Adams,""",1998,Crown,Philosophy and psychology
8908,World War Z: An Oral History of the Zombie War,"""Max Brooks,""",1976,Crown,Arts and recreation
24006,Rule #1: The Simple Strategy for Successful Investing in Only 15 Minutes a Week!,"""Phil Town,""",2007,Crown Business,Science
10303,FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression,"""Jim Powell,""",1968,Crown Forum,Arts and recreation
22289,Fugitives and Refugees: A Walk in Portland  Oregon,"""Chuck Palahniuk,""",2016,Crown Journeys/Crown Publishers/Crown Publishing Group/Random House,Religion
1296,The Clan of the Cave Bear (Earth's Children  #1),"""Jean M. Auel,""",1985,Crown Publishing Group,Science
2804,Passionate Minds,"""David Bodanis,""",1990,Crown Publishing Group (NY),Literature
17059,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide  #1),"""Douglas Adams,""",1966,Crown Publishing Group (NY),Language
40067,Thunderstruck,"""Erik Larson,""",1954,Crown Publishing Group (NY),Technology
39836,How to Be Happy All the Time,"""Paramahansa Yogananda,""",1991,Crystal Clarity Publishers,Language
18547,King Lear  Macbeth  Indefinition  and Tragedy,"""Stephen Booth,""",1994,Cybereditions Corp,Science
8818,One Hand Clapping,"""Anthony Burgess,""",2018,Da Capo Press,Technology
13119,The Dark Side Of Genius: The Life Of Alfred Hitchcock,"""Donald Spoto,""",1971,Da Capo Press,Philosophy and psychology
10789,Hemingway: A Biography,"""Jeffrey Meyers,""",1973,Da Capo Press,Language
40007,Hannibal Crosses the Alps: The Invasion of Italy & the Second Punic War,"""John Prevas,""",1978,Da Capo Press,Religion
13314,The Legacy of Mark Rothko,"""Lee Seldes,""",1970,Da Capo Press,Technology
40010,Hannibal: Enemy Of Rome,"""Leonard Cottrell,""",2000,Da Capo Press,Arts and recreation
35489,Johnny Cash,"""Michael Streissguth,""",1960,Da Capo Press,Philosophy and psychology
40663,Unsung Heroes Of Rock 'n' Roll: The Birth Of Rock In The Wild Years Before Elvis,"""Nick Tosches,""",2002,Da Capo Press,Literature
11630,Rough Magic: A Biography of Sylvia Plath,"""Paul Alexander,""",1955,Da Capo Press,Social sciences
4119,The Great Good Place: Cafes  Coffee Shops  Bookstores  Bars  Hair Salons  and Other Hangouts at the Heart of a Community,"""Ray Oldenburg,""",1979,Da Capo Press,Technology
23763,The Collapse of the Third Republic,"""William L. Shirer,""",1972,Da Capo Press,Literature
12383,When Somebody Loves You Back (Soulmates Dissipate  #6),"""Mary B. Morrison,""",2011,Dafina Books,Arts and recreation
13517,C.G. Jung and Hermann Hesse: A Book of Two Friendships,"""Miguel Serrano,""",1979,Daimon Verlag,Social sciences
5135,Point Counter Point,"""Aldous Huxley,""",2003,Dalkey Archive Press,Language
43017,Yellow Back Radio Broke-Down,"""Ishmael Reed,""",1955,Dalkey Archive Press,Social sciences
24842,Letters,"""John Barth,""",1975,Dalkey Archive Press,Science
37262,Dark Horse Deluxe Journal: Craig Thompson's Angels and Demons,"""Craig Thompson,""",2002,Dark Horse,Religion
3822,Aliens: Original Sin,"""Michael Jan Friedman,""",2016,Dark Horse Books,Technology
16602,Coffin: The Art of Vampire Hunter D,"""Yoshitaka Amano,""",1996,Dark Horse Books,Religion
8880,Planet of the Apes  Volume 1: Old Gods,"""Ian Edginton,""",1991,Dark Horse Comics,Technology
35870,Ghost in the Shell (Ghost in the Shell  #1),"""Masamune Shirow,""",2015,Dark Horse Comics,Religion
33481,Will Eisner Sketchbook,"""Will Eisner,""",1994,Dark Horse Comics,Technology
25216,Eden: It's an Endless World  Volume 3 (Eden: It's an Endless World  #3),"""Hiroki Endo,""",2011,Dark Horse Manga,Language
32277,Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),"""Hiroki Endo,""",1991,Dark Horse Manga,Arts and recreation
30771,Hellsing  Vol. 03 (Hellsing  #3),"""Kohta Hirano,""",1992,Dark Horse Manga,Arts and recreation
30774,Hellsing  Vol. 04 (Hellsing  #4),"""Kohta Hirano,""",1964,Dark Horse Manga,Literature
7268,Dominion,"""Masamune Shirow,""",1964,Dark Horse Manga,Language
7230,The Wounded Healer: Ministry in Contemporary Society,"""Henri J.M. Nouwen,""",1964,Darton  Longman & Todd,Technology
42862,The Heart of a Leader,"""Kenneth H. Blanchard,""",2006,David C. Cook,Arts and recreation
33883,Broken Vessels,"""Andre Dubus,""",1990,David R. Godine Publisher,Literature
3011,Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924,"""Ann Thwaite,""",1994,David R. Godine Publisher,History and geography
33835,When True Night Falls (The Coldfire Trilogy  #2),"""C.S. Friedman,""",2002,DAW,Literature
36157,Feast of Souls (The Magister Trilogy  #1),"""C.S. Friedman,""",2000,DAW,Philosophy and psychology
36158,In Conquest Born (In Conquest Born  #1),"""C.S. Friedman,""",2017,DAW,Language
36160,Crown of Shadows (The Coldfire Trilogy  #3),"""C.S. Friedman,""",1986,DAW,History and geography
36162,This Alien Shore,"""C.S. Friedman,""",2021,DAW,Philosophy and psychology
22945,Dance Down the Stars (Duel of Sorcery: Dancer  #3),"""Jo Clayton,""",1999,DAW,Philosophy and psychology
22948,Fire in the Sky (Diadem: Shadowsong  #1),"""Jo Clayton,""",1991,DAW,Arts and recreation
22950,Quester's Endgame,"""Jo Clayton,""",2009,DAW,Social sciences
27881,Wildfire (Drinker of Souls: Wild Magic  #2),"""Jo Clayton,""",1973,DAW,Language
27885,Wild Magic (Drinker of Souls: Wild Magic  #1),"""Jo Clayton,""",2012,DAW,Technology
41087,Total Eclipse,"""John Brunner,""",2009,DAW,Arts and recreation
15216,Sorcery Rising (Fool's Gold  #1),"""Jude Fisher,""",1952,DAW,Science
21059,Crown of Stars (Crown of Stars  #7),"""Kate Elliott,""",2015,DAW,Science
15229,By the Light of the Green Star (Green Star  #3),"""Lin Carter,""",1991,DAW,Language
13980,Sanctuary (Dragon Jousters  #3),"""Mercedes Lackey,""",2001,DAW,Arts and recreation
13983,The Wizard of London (Elemental Masters  #4),"""Mercedes Lackey,""",1993,DAW,Language
13987,Phoenix and Ashes (Elemental Masters  #3),"""Mercedes Lackey,""",1992,DAW,Social sciences
13993,Joust (Dragon Jousters  #1),"""Mercedes Lackey,""",1979,DAW,Arts and recreation
13994,Winds of Fury (Valdemar: Mage Winds #3),"""Mercedes Lackey,""",1951,DAW,Language
13995,Winds of Fate (Valdemar: Mage Winds #1),"""Mercedes Lackey,""",2017,DAW,Language
13998,Storm Rising (Valdemar: Mage Storms  #2),"""Mercedes Lackey,""",1970,DAW,Language
14000,Exile's Valor (Heralds of Valdemar  #7),"""Mercedes Lackey,""",1950,DAW,Language
28733,Take a Thief (Valdemar #25),"""Mercedes Lackey,""",2013,DAW,Philosophy and psychology
28735,By the Sword (Valdemar),"""Mercedes Lackey,""",1951,DAW,Literature
28736,Oathblood (Valdemar: Vows and Honor  #3),"""Mercedes Lackey,""",2011,DAW,History and geography
20928,Phantoms,"""Rosalind M. Greenberg,""",1956,DAW,Science
27566,To Battle the Gods (Jalav  Amazon Warrior  #5),"""Sharon Green,""",1989,DAW,Science
28688,Shadowmarch (Shadowmarch  #1),"""Tad Williams,""",1995,DAW,History and geography
28691,To Green Angel Tower (Memory  Sorrow  and Thorn  #3),"""Tad Williams,""",1969,DAW,Religion
28692,The War of the Flowers,"""Tad Williams,""",1961,DAW,Arts and recreation
28694,Shadowmarch (Shadowmarch  #1),"""Tad Williams,""",1963,DAW,Arts and recreation
36159,Black Sun Rising (The Coldfire Trilogy  #1),"""C.S. Friedman,""",1980,Daw Books,Literature
